"Hash"	"Path"
"11C1BA2D6F0E1E3BEB7B04AF0615534D62D6938B389DA6B5252488AFB5486639"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\assets\images\send-pm.png"
"6E34811C4081AF8659ADA5B42ED2BAB630B40D21A371F5A1AEE447D1499F2852"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\assets\images\settings-overlay.png"
"46599500F27683D5C8FAB7C8D46942C9C24F2C7DA1A3603FFBE3EF533E384AFA"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\assets\images\settings.png"
"4E838A93DEDA716C0D33965D43C21C62A1AF4EB46AA646542970313EF4420C53"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\assets\sounds\click.MP3"
"DAECC16DE81B320EED16297F1D49D47F182239558CC780B566B1E5EC56F28120"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\assets\sounds\tag.wav"
"8432FE8B33DB315BADF51FE951617A847885856E04EE1DA5DF21921A13F75B72"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\fonts\Inter.ttf"
"9FD4B0DD804C357DAC144772E3D04E250295A7E587E8BA2A1725D602F6AB90C9"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\index.css"
"3321CB017B46F5FAD2768D9A8AC88909A881761D63F32FDA7AF34E02CD83BB10"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\index.html"
"9C79632C1FFB981934189B42A6E613408A0896BB168DBCB751C29B2E1E3CFB88"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\index.js"
"6C247FFAF5CDA628C497DA8C9A6FDA5477D82F3BC1B267C8A989A06F0E7CAFED"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\reset-inputs.css"
"414762CF877527502A6363851A8933EFA538B8D92433ACA0388211DA87C571A7"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\responsive.css"
"EF61435170CA98A7A048CF31EAB21C25B108BD4D399BE22981C43248E8C66EAA"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\html\vue.js"
"01F437DFAF97C88924B3DC7E47EC19AB86341D1DB4D93DA26DA36B99F168B7E2"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\server\discordroles.lua"
"D844DFDDFA8A22378D53B399470F1A26E3B9737AC54F9B2789943AE8B43D4E5D"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\server\editable.lua"
"AA1BB1B87358BC179F1A0366990466D2016DADD9CE4F9990F7075B143F2FB4F1"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\server\main.lua"
"B369AE64AAF14DDCDD5CA988F2934767CE64C12B0F9AE29A817B73E30774DDA5"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\server\webhook.lua"
"39294883EF9724326BE7C0B7A17AFB666378CDFA5CEBA2CBC9C095CE64A7A6F8"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\shared\config.lua"
"2D70BF1201F78E12B233BE961B3E331948B9D759B9D007F1068F123A2DEC8E3D"	"C:\admirales\script_ver\script_ver\quarantine\under-review\mChat\mChat\shared\GetCore.lua"
